# federal-mech.typicals.csv — TYPICAL-tier ground truth for the ASSEMBLIES goal (mcp/scripts/assemblies-typical-eval.mjs).
#
# Judged the way an estimator would: from renders and the PDF's own text of each schedule row, its
# notes, and the sequences and control schematics the sheets point to. The pipeline's output for
# these sheets was not consulted. A key that looks wrong is written up in ASSEMBLIES_BUG_CATALOGUE.md,
# never edited (goals/ASSEMBLIES.md ANTI-GAMING).
# Library: us-typicals v1 (web/src/lib/assemblies/starter/us-typicals-v1.json), ids and options frozen at
# GATE 4. typical_id "none": no v1 typical fits the unit (it is listed as "no assembly").
# options: every option of the typical as option=true|false. A trailing "?" marks an option the drawings
# do not decide: it carries the library default, and the eval scores it apart from decided options.
# Instances: every instance of keys/federal-mech.attrs.csv, one row each.
# Sources read: M2.1 (page 2) HVAC zone legend (zones, thermostats, CO2 sensors); M7.x (pages 14-16) schedules; M8.1-M8.8 (pages 17-24) controls: symbols, sequences, diagrams and BMS point schedules.
#
sheet,tag,family,typical_id,options,basis_note
federal-attachment4-mechanical.pdf#16,VAV-40,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-41,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-42,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-43,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-44,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-45,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-46,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-47,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-48,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-49,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-5,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-50,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-51,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-52,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-53,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-54,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-55,VAV,vav-reheat-hw,co2_sensor=true;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows a wall CO2 sensor (keyed note M234) in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-56,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-57,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-58,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-6,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-7,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-8,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
federal-attachment4-mechanical.pdf#16,VAV-9,VAV,vav-reheat-hw,co2_sensor=false;occupancy_sensor=false;window_switch=false;setpoint_adjust=true;reheat_water_temps=false,"M8.7 VAV box (single duct, hot water reheat): airflow AI, damper AO, reheat valve AO, discharge temperature AI; room sensor 'WITH LCD INDICATOR, SETPOINT ADJUSTMENT, AND OVERRIDE BUTTON'. M2.1 HVAC zone legend shows no CO2 sensor in this zone. Eglin AFB (DoD): UFC 3-410-01 applies."
